Wordsin the spoken component 
__________________
Number	Word	Tag	Frequency
1325	finish vvi		562
1326	point nn1-vvb		562
1327	sh unc		561
1328	suggest vvi		561
1329	argument nn1		560
1330	born vvn		560
1331	chap nn1		560
1332	through avp		560
1333	meant vvd		559
1334	provision nn1		559
1335	start nn1		559
1336	account nn1		558
1337	save vvi		558
1338	capital nn1		557
1339	reasonable aj0		557
1340	warm aj0		557
1341	application nn1		556
1342	favour nn1		556
1343	pay vvb		556
1344	around avp-prp		555
1345	pleased aj0		555
1346	daughter nn1		554
1347	pieces nn2		554
1348	research nn1		554
1349	any av0		552
1350	built vvn		552
1351	shoes nn2		552
1352	meetings nn2		551
1353	america np0		550
1354	nil pni		550
1355	sat vvd		550
1356	unfortunately av0		550
1357	mentioned vvd		549
1358	minister nn1		549
1359	costs nn2		548
1360	papers nn2		548
1361	become vvi		546
1362	investment nn1		546
1363	sheet nn1		545
1364	check vvi		544
1365	economic aj0		544
1366	american aj0		543
1367	ann np0		543
1368	forget vvb		542
1369	still av0-aj0		542
1370	debate nn1		541
1371	worried aj0		541
1372	cards nn2		540
1373	previous aj0		540
1374	cake nn1		539
1375	explain vvi		539
1376	ordinary aj0		539
1377	add vvi		535
1378	fucking av0		534
1379	lived vvd		534
1380	okay av0-aj0		532
1381	fourth ord		531
1382	listen vvi		531
1383	mary np0		531
1384	amendment nn1		530
1385	current aj0		530
1386	rubbish nn1		530
1387	greenbelt nn1		529
1388	windows nn2		529
1389	bought vvn		528
1390	continue vvi		527
1391	eye nn1		526
1392	eat vvb		525
1393	expect vvb		525
1394	attention nn1		524
1395	darling nn1		524
1396	glad aj0		524
1397	majority nn1		524
1398	basic aj0		523
1399	help nn1		523
1400	send vvb		523
1401	blood nn1		522
1402	brought vvd		522
1403	legs nn2		522
1404	quiet aj0		521
1405	re unc		521
1406	run vvn		521
1407	speaking vvg		521
1408	excuse vvb		518
1409	greater ajc		518
1410	regional aj0		517
1411	cor itj		516
1412	doubt nn1		516
1413	brian np0		515
1414	sent vvn		515
1415	united aj0		515
1416	e unc		514
1417	may np0		514
1418	modern aj0		514
1419	operation nn1		514
1420	relationship nn1		514
1421	production nn1		513
1422	steve np0		513
1423	hate vvb		511
1424	tt itj		511
1425	above prp		510
1426	existing aj0		510
1427	fund nn1		510
1428	homes nn2		510
1429	leg nn1		510
1430	bottle nn1		509
1431	horses nn2		509
1432	showing vvg		509
1433	feeling nn1		508
1434	dealing vvg		507
1435	easily av0		507
1436	start vvb-nn1		507
1437	wee aj0-nn1		506
1438	circumstances nn2		504
1439	draw vvi		504
1440	jean np0		504
1441	press nn1		504
1442	c unc		503
1443	keeps vvz		503
1444	response nn1		503
1445	set vvi		503
1446	tree nn1		503
1447	very aj0		503
1448	division nn1		502
1449	presumably av0		502
1450	scale nn1		502
1451	truth nn1		502
1452	labour nn1		501
1453	starting vvg		501
1454	unit nn1		501
1455	environmental aj0		500
1456	hold vvi		499
1457	trees nn2		499
1458	writing vvg		499
1459	function nn1		498
1460	sort vvi		498
1461	levels nn2		497
1462	martin np0		497
1463	security nn1		497
1464	sex nn1		497
1465	w zz0		497
1466	respect nn1		496
1467	students nn2		496
1468	walked vvd		496
1469	bloody av0		495
1470	put vvd		495
1471	keeping vvg		494
1472	past nn1		494
1473	proposals nn2		494
1474	throughout prp		494
1475	call nn1		493
1476	alan np0		492
1477	answer vvi		492
1478	finally av0		491
1479	straight av0-aj0		491
1480	cost vvi		490
1481	movement nn1		490
1482	rates nn2		490
1483	m unc		487
1484	scotland np0		486
1485	hold vvb		485
1486	oil nn1		485
1487	carry vvb		484
1488	voice nn1		484
1489	tired aj0		483
1490	win vvi		483
1491	act nn1		482
1492	care vvi		481
1493	mouth nn1		481
1494	moved vvd		480
1495	sent vvd		480
1496	surprised aj0		480
1497	extremely av0		479
1498	rights nn2		479
1499	cut vvb		478
1500	cut vvn		478
1501	inside prp		478
1502	tim np0		478
1503	green aj0		477
1504	top aj0-nn1		477
1505	army nn1		476
1506	telephone nn1		476
1507	hardly av0		475
1508	load nn1		475
1509	pub nn1		475
1510	decide vvi		474
1511	sale nn1		474
1512	ages nn2		473
1513	councils nn2		473
1514	produce vvi		473
1515	bringing vvg		471
1516	by prp-avp		471
1517	turned vvd		471
1518	suddenly av0		470
1519	consider vvi		469
1520	afterwards av0		468
1521	fit vvi		468
1522	force nn1		467
1523	margaret np0		467
1524	matters nn2		467
1525	north np0		467
1526	accident nn1		466
1527	increase nn1		466
1528	test nn1		465
1529	used vvd		465
1530	wood nn1		465
1531	glass nn1		464
1532	including prp		464
1533	bloody av0-aj0		463
1534	property nn1		463
1535	train nn1		463
1536	responsible aj0		462
1537	cheaper ajc		461
1538	along prp-avp		460
1539	clean aj0		460
1540	huge aj0		460
1541	lose vvi		460
1542	population nn1		460
1543	read vvn		460
1544	say vvb-nn1		460
1545	september np0		460
1546	carried vvn		459
1547	purpose nn1		459
1548	rich aj0		459
1549	sides nn2		459
1550	standing vvg		459
1551	document nn1		458
1552	hole nn1		458
1553	success nn1		458
1554	benefits nn2		457
1555	copy nn1		457
1556	made vvd-vvn		457
1557	urgh itj		457
1558	fill vvi		456
1559	successful aj0		456
1560	april np0		455
1561	became vvd		455
1562	coat nn1		455
1563	concern nn1		455
1564	details nn2		455
1565	moved vvn		455
1566	tapes nn2		455
1567	competition nn1		454
1568	detail nn1		454
1569	road np0		453
1570	bloody aj0-av0		451
1571	chocolate nn1		451
1572	relation nn1		450
1573	wages nn2		450
1574	data nn0		449
1575	front nn1-aj0		449
1576	join vvi		449
1577	equal aj0		448
1578	f unc		448
1579	garage nn1		448
1580	obvious aj0		448
1581	energy nn1		447
1582	likes vvz		447
1583	self nn1		447
1584	yellow aj0		447
1585	younger ajc		447
1586	mike np0		444
1587	prepared aj0		444
1588	used aj0		444
1589	wide aj0		443
1590	economy nn1		442
1591	families nn2		442
1592	freud np0		442
1593	nought pni		442
1594	speed nn1		442
1595	pass vvi		441
1596	rules nn2		441
1597	watch vvb		441
1598	front aj0		440
1599	need vvb-nn1		440
1600	goal nn1		439
1601	honestly av0		439
1602	separate aj0		439
1603	andrew np0		438
1604	play nn1		438
1605	spirit nn1		438
1606	views nn2		438
1607	whose dtq		438
1608	lower ajc		437
1609	telly nn1		437
1610	immediately av0		436
1611	ladies nn2		436
1612	married aj0		436
1613	original aj0		436
1614	strange aj0		436
1615	lad nn1		435
1616	smaller ajc		435
1617	bath nn1		434
1618	bottom nn1-aj0		434
1619	decided vvd		434
1620	green aj0-nn1		434
1621	leaving vvg		434
1622	march np0		434
1623	natural aj0		434
1624	talk vvb-nn1		434
1625	tom np0		434
1626	build vvi		433
1627	spoke vvd		433
1628	cover vvi		432
1629	material nn1		432
1630	everywhere av0		431
1631	ian np0		431
1632	meal nn1		431
1633	seriously av0		431
1634	tells vvz		431
1635	mentioned vvn		430
1636	note nn1		430
1637	robert np0		430
1638	sea nn1		430
1639	agreement nn1		429
1640	cash nn1		429
1641	complete aj0		429
1642	etcetera av0		429
1643	lost vvd		429
1644	character nn1		428
1645	degree nn1		428
1646	far av0-aj0		428
1647	living vvg		428
1648	love nn1-vvb		428
1649	manage vvi		428
1650	model nn1		428
1651	results nn2		428
1652	access nn1		427
1653	fell vvd		427
1654	legal aj0		427
1655	drive vvi		426
1656	good nn1		426
1657	break vvi		425
1658	like av0-aj0		425
1659	library nn1		424
1660	meat nn1		424
1661	noise nn1		424
1662	n unc		424
1663	open vvi		424
1664	plans nn2		424
1665	roads nn2		424
1666	street np0		424
1667	doors nn2		423
1668	dry aj0		423
1669	hm itj		423
1670	message nn1		423
1671	opinion nn1		423
1672	additional aj0		422
1673	century nn1		422
1674	in unc		422
1675	cheese nn1		421
1676	director nn1		421
1677	direction nn1		420
1678	doo unc		420
1679	wa unc		420
1680	love vvi		419
1681	science nn1		419
1682	spent vvn		419
1683	agenda nn1		417
1684	january np0		417
1685	france np0		416
1686	pictures nn2		416
1687	reading vvg		416
1688	ill aj0		415
1689	talk vvb		415
1690	animals nn2		414
1691	base nn1		414
1692	entirely av0		414
1693	sixth ord		414
1694	allow vvi		413
1695	open vvb		413
1696	attitude nn1		412
1697	notes nn2		412
1698	shown vvn		412
1699	association nn1		411
1700	estate nn1		411
1701	february np0		411
1702	fucking av0-aj0		411
1703	inside av0		410
1704	panel nn1		410
1705	stone nn1		410
1706	working vvg-aj0		410
1707	election nn1		409
1708	fully av0		409
1709	games nn2		409
1710	terry np0		409
1711	for cjs		408
1712	winter nn1		408
1713	early av0-aj0		407
1714	skills nn2		407
1715	either dt0		406
1716	sarah np0		406
1717	selling vvg		406
1718	farm nn1		405
1719	realize vvi		405
1720	wedding nn1		405
1721	wine nn1		405
1722	hoping vvg		404
1723	organization nn1		404
1724	fault nn1		403
1725	ran vvd		403
1726	significant aj0		403
1727	mind vvb-nn1		401
1728	rang vvd		401
1729	mention vvi		400
1730	phone vvi		400
1731	public nn1		400
1732	vote nn1		400
1733	background nn1		399
1734	dogs nn2		398
1735	faith nn1		398
1736	file nn1		398
1737	forgot vvd		398
1738	goodness nn1		398
1739	mainly av0		398
1740	agreed vvn		397
1741	chips nn2		397
1742	goods nn2		397
1743	pain nn1		397
1744	according vvg		396
1745	appointment nn1		396
1746	royal aj0		396
1747	end nn1-vvb		395
1748	end vvi		395
1749	engine nn1		395
1750	jack np0		394
1751	july np0		394
1752	procedure nn1		394
1753	public aj0		394
1754	q zz0		394
1755	wind nn1		394
1756	contact nn1		393
1757	equipment nn1		393
1758	hotel nn1		393
1759	made vvn-vvd		392
1760	pull vvi		392
1761	sue np0		392
1762	industrial aj0		391
1763	memory nn1		391
1764	route nn1		391
1765	duty nn1		390
1766	element nn1		390
1767	forgotten vvn		390
1768	herself pnx		390
1769	parish nn1		390
1770	present aj0-nn1		390
1771	international aj0		389
1772	longer ajc		389
1773	shows vvz		389
1774	ability nn1		388
1775	ca unc		388
1776	co unc		388
1777	relief nn1		388
1778	stick vvi		388
1779	best av0		387
1780	english aj0-nn1		387
1781	sleep vvi		387
1782	speak vvb		387
1783	little dt0		386
1784	meant vvn		386
1785	mortgage nn1		386
1786	season nn1		386
1787	song nn1		386
1788	speaker nn1		386
1789	sugar nn1		386
1790	wales np0		386
1791	address nn1		385
1792	approach nn1		385
1793	bob np0		385
1794	branch nn1		385
1795	cream nn1		385
1796	germany np0		385
1797	length nn1		385
1798	nick np0		385
1799	products nn2		385
1800	distance nn1		384
1801	do unc		384
1802	maths nn1		384
1803	strategy nn1		384
1804	andy np0		383
1805	comment nn1		383
1806	charlotte np0		382
1807	commission nn1		382
1808	hard aj0-av0		382
1809	hi itj		382
1810	no av0		382
1811	ring nn1		382
1812	theatre nn1		382
1813	glasses nn2		381
1814	involved vvn		381
1815	personally av0		381
1816	rain nn1		381
1817	right aj0-nn1		381
1818	wha unc		381
1819	decisions nn2		380
1820	difficulty nn1		380
1821	minus nn1		379
1822	parliament nn1		379
1823	wearing vvg		379
1824	impact nn1		378
1825	items nn2		378
1826	run nn1		378
1827	tiny aj0		378
1828	toilet nn1		378
1829	behalf nn1		377
1830	ee itj		377
1831	facilities nn2		377
1832	fifth ord		377
1833	holidays nn2		377
1834	knowledge nn1		377
1835	patients nn2		377
1836	pay nn1		377
1837	bags nn2		376
1838	clever aj0		376
1839	reference nn1		376
1840	sentence nn1		376
1841	tried vvn		376
1842	unions nn2		376
1843	safe aj0		375
1844	simon np0		375
1845	balance nn1		374
1846	called vvd		374
1847	growth nn1		374
1848	phil np0		374
1849	becomes vvz		373
1850	shame nn1		373
1851	chairman np0		372
1852	leader nn1		372
1853	resolution nn1		372
1854	run vvb		372
1855	units nn2		372
1856	used vvn-aj0		372
1857	november np0		371
1858	providing vvg		371
1859	recent aj0		371
1860	bike nn1		370
1861	covered vvn		370
1862	direct aj0		370
1863	except cjs		370
1864	kept vvn		370
1865	thousands crd		370
1866	dangerous aj0		369
1867	paid vvd		369
1868	possibility nn1		369
1869	rule nn1		369
1870	types nn2		369
1871	arm nn1		368
1872	independent aj0		368
1873	parties nn2		368
1874	peasants nn2		368
1875	nose nn1		367
1876	october np0		367
1877	sound nn1		367
1878	united np0		367
1879	medical aj0		366
1880	stock nn1		366
1881	december np0		365
1882	keen aj0		365
1883	membership nn1		365
1884	neil np0		365
1885	pattern nn1		365
1886	systems nn2		365
1887	turn nn1		365
1888	context nn1		364
1889	criteria nn2		364
1890	effort nn1		364
1891	lads nn2		364
1892	sad aj0		364
1893	sheep nn0		364
1894	tremendous aj0		364
1895	follow vvi		363
1896	performance nn1		363
1897	seat nn1		363
1898	theory nn1		363
1899	ma unc		362
1900	achieve vvi		361
1901	decided vvn		361
1902	lives nn2		361
1903	mad aj0		361
1904	needed vvd		361
1905	stairs nn2		361
1906	thought nn1		361
1907	beyond prp		360
1908	crime nn1		360
1909	final aj0-nn1		360
1910	liked vvd		360
1911	apply vvi		359
1912	hmm itj		359
1913	league nn1		359
1914	puts vvz		359
1915	series nn0		359
1916	turned vvn		359
1917	along prp		358
1918	mayor nn1		358
1919	procedures nn2		358
1920	waste nn1		358
1921	birmingham np0		357
1922	effective aj0		357
1923	where cjs-avq		357
1924	activity nn1		356
1925	gentleman nn1		356
1926	listening vvg		356
1927	roof nn1		356
1928	showed vvd		356
1929	states np0		356
1930	turn vvb-nn1		356
1931	doctors nn2		355
1932	factory nn1		355
1933	gary np0		355
1934	pen nn1		355
1935	phoned vvd		355
1936	style nn1		355
1937	washing nn1		355
1938	biggest ajs		354
1939	courses nn2		354
1940	driver nn1		354
1941	ken np0		354
1942	shh itj		354
1943	pages nn2		353
1944	regular aj0		353
1945	standards nn2		353
1946	thinking vvg-nn1		353
1947	behaviour nn1		352
1948	chicken nn1		352
1949	eggs nn2		352
1950	forms nn2		352
1951	met vvn		352
1952	bridge nn1		351
1953	admit vvi		350
1954	cope vvi		350
1955	fall vvi		350
1956	fingers nn2		350
1957	increase vvi		350
1958	protection nn1		350
1959	principle nn1		349
1960	stories nn2		349
1961	effectively av0		348
1962	married vvn		348
1963	study nn1		348
1964	defence nn1		347
1965	god np0-nn1		347
1966	jonathan np0		347
1967	mess nn1		347
1968	proposal nn1		347
1969	squared vvn		347
1970	unemployment nn1		347
1971	da nn1		346
1972	thick aj0		346
1973	tickets nn2		346
1974	voluntary aj0		346
1975	boxes nn2		345
1976	colours nn2		345
1977	consideration nn1		345
1978	furniture nn1		345
1979	boring aj0		344
1980	di unc		344
1981	later ajc		344
1982	late aj0-av0		344
1983	pretty aj0		344
1984	wish vvi		344
1985	eating vvg		343
1986	helpful aj0		343
1987	sake nn1		343
1988	se unc		343
1989	bathroom nn1		342
1990	colin np0		342
1991	countryside nn1		342
1992	grass nn1		342
1993	perfectly av0		342
1994	pocket nn1		342
1995	van nn1		342
1996	whilst cjs		342
1997	individual aj0-nn1		341
1998	lane nn1		341
1999	reports nn2		341
2000	technology nn1		341
2001	use vvb-nn1		341
2002	ben np0		340
2003	consultation nn1		340
2004	discuss vvi		340
2005	egg nn1		340
2006	harrogate np0		340
2007	picking vvg		340
2008	risk nn1		340
2009	teeth nn2		340
2010	acid nn1		339
2011	effects nn2		339
2012	plan nn1-vvb		339
2013	schemes nn2		339
2014	strategic aj0		339
2015	notice nn1		338
2016	profit nn1		338
2017	relevant aj0		338
2018	sum nn1		338
2019	technical aj0		338
2020	carrying vvg		337
2021	improve vvi		337
2022	lives vvz		337
2023	review nn1		337
2024	river nn1		337
2025	christopher np0		336
2026	factors nn2		336
2027	honourable aj0		336
2028	massive aj0		336
2029	electricity nn1		335
2030	advantage nn1		334
2031	drink vvi		334
2032	empty aj0		334
2033	hat nn1		334
2034	railway nn1		334
2035	savings nn2		334
2036	sold vvn		334
2037	before prp-cjs		333
2038	emma np0		333
2039	harlow np0		333
2040	hope vvi		333
2041	trousers nn2		333
2042	art nn1		332
2043	become vvb		332
2044	degrees nn2		332
2045	leeds np0		332
2046	play vvb		332
2047	marvellous aj0		331
2048	played vvd		331
2049	raise vvi		331
2050	dirty aj0		330
2051	ensure vvi		330
2052	exam nn1		330
2053	stay vvb		330
2054	step nn1		330
2055	edge nn1		329
2056	fruit nn0		329
2057	so unc		329
2058	staying vvg		329
2059	wherever avq		329
2060	wo unc		329
2061	agricultural aj0		328
2062	b unc		328
2063	form nn1-vvb		328
2064	total aj0-nn1		328
2065	touch nn1		328
2066	campaign nn1		327
2067	catch vvi		327
2068	carefully av0		326
2069	enormous aj0		326
2070	mile nn1		326
2071	mind nn1-vvb		326
2072	professional aj0		326
2073	show vvb		326
2074	altogether av0		325
2075	geoff np0		325
2076	joe np0		325
2077	rough aj0		325
2078	joint aj0		324
2079	legislation nn1		324
2080	mate nn1		324
2081	negative aj0		324
2082	reduction nn1		324
2083	somehow av0		323
2084	cheque nn1		322
2085	cupboard nn1		322
2086	fortnight nn1		322
2087	go unc		322
2088	held vvn		322
2089	potatoes nn2		322
2090	sell vvb		322
2091	jenny np0		321
2092	lord np0		321
2093	metal nn1		321
2094	advance nn1-vvb		320
2095	alone aj0		320
2096	treatment nn1		320
2097	option nn1		319
2098	petrol nn1		319
2099	prime aj0		319
2100	speech nn1		319
2101	suggestion nn1		319
2102	considered vvn		318
2103	individuals nn2		318
2104	liverpool np0		318
2105	loss nn1		318
2106	nasty aj0		318
2107	oxfordshire np0		318
2108	skin nn1		318
2109	works nn0		318
2110	manchester np0		317
2111	originally av0		317
2112	out prp		317
2113	present nn1		317
2114	provided vvn		317
2115	throw vvi		317
2116	offer vvi		316
2117	august np0		315
2118	easter nn1		315
2119	exercise nn1		315
2120	flowers nn2		315
2121	hundreds crd		315
2122	plastic nn1		315
2123	yard nn1		315
2124	advertising nn1		314
2125	aid nn1		314
2126	amongst prp		314
2127	mistake nn1		314
2128	support nn1-vvb		314
2129	survey nn1		314
2130	worst ajs		313
2131	absolute aj0		312
2132	event nn1		312
2133	fresh aj0		312
2134	seconds nn2		312
2135	vote vvi		312
2136	neck nn1		311
2137	peace nn1		311
2138	produced vvn		311
2139	wondering vvg		311
2140	feels vvz		310
2141	h unc		310
2142	ice nn1		310
2143	under av0		310
2144	wondered vvd		310
2145	back aj0		309
2146	cold aj0-nn1		309
2147	feeling vvg		309
2148	lord nn1-np0		309
2149	l unc		309
2150	ridiculous aj0		309
2151	shopping nn1		309
2152	amazing aj0		308
2153	chapter nn1		308
2154	classes nn2		308
2155	forest nn1		308
2156	wet aj0		308
2157	annual aj0		307
2158	break nn1		307
2159	danger nn1		307
2160	funding nn1		307
2161	northern aj0		307
2162	picked vvd		307
2163	rooms nn2		307
2164	accept vvb		306
2165	homework nn1		306
2166	leicester np0		306
2167	activities nn2		305
2168	customer nn1		305
2169	knowing vvg		305
2170	plate nn1		305
2171	save vvb		305
2172	choose vvi		304
2173	design nn1		304
2174	aspects nn2		303
2175	hill nn1		303
2176	pull vvb		303
2177	session nn1		303
2178	stuart np0		303
2179	st np0		303
2180	desk nn1		302
2181	driving vvg		302
2182	fed vvn		302
2183	marks nn2		302
2184	nights nn2		302
2185	underneath prp		302
2186	working aj0		302
2187	breakfast nn1		301
2188	contribution nn1		301
2189	gold nn1		301
